"Alter_ID","label","Degree","Strength","Gender","Culture","House","Titles","Is_Noble","Active","Survival","Ego_ID"
"YARA","Asha Greyjoy",6,133,"Female","Westeros_South","Great_Houses","Royalty",1,2,1,"NED"
"JOJEN","Jojen Reed",14,186,"Male","North_and_Wildlings","Minor_Houses","None",0,0,1,"NED"
"THOROS","Thoros of Myr",10,175,"Male","Essos","None","None",0,0,1,"NED"
"BRAN","Brandon Stark",33,851,"Male","North_and_Wildlings","Great_Houses","None",0,0,0,"OSHA"
"HODOR","Walder",17,225,"Male","None","Great_Houses","None",0,0,1,"OSHA"
"JON","Jon Snow",42,1179,"Male","North_and_Wildlings","Great_Houses","Military_Knight",0,4,1,"OSHA"
"MAESTER_LUWIN","Luwin",16,263,"Male","Westeros_South","Great_Houses","None",0,0,0,"OSHA"
"RICKON","Rickon Stark",18,195,"Male","North_and_Wildlings","Great_Houses","Royalty",1,0,1,"OSHA"
"ROBB","Robb Stark",54,1219,"Male","None","None","Royalty",1,0,0,"OSHA"
"THEON","Theon Greyjoy",35,897,"Male","Westeros_South","Great_Houses","Royalty",1,2,1,"OSHA"
"BLACK_LORREN","Lorren",5,35,"Male","None","None","None",0,0,0,"OSHA"
"DAGMER","Dagmer",10,82,"Male","Westeros_South","Great_Houses","Military_Knight",0,0,1,"OSHA"
"YGRITTE","Ygritte",14,414,"Female","North_and_Wildlings","None","None",0,0,0,"OSHA"
"JOJEN","Jojen Reed",14,186,"Male","North_and_Wildlings","Minor_Houses","None",0,0,1,"OSHA"
"MEERA","Meera Reed",12,141,"Female","North_and_Wildlings","Minor_Houses","None",0,0,1,"OSHA"
"ORELL","Orell",11,132,"Male","North_and_Wildlings","None","None",0,0,0,"OSHA"
"TORMUND","Tormund",12,130,"Male","North_and_Wildlings","None","None",0,0,1,"OSHA"
"AERYS","Aerys II",16,63,"Male","None","None","Royalty",1,0,0,"PYCELLE"
"ARYA","Arya Stark",47,1142,"Female","North_and_Wildlings","Great_Houses","Royalty",1,5,1,"PYCELLE"
"BAELOR","Baelor I",9,30,"Male","None","None","Royalty",1,0,0,"PYCELLE"
"BARRISTAN","Barristan Selmy",18,215,"Male","Westeros_South","Minor_Houses","Military_Knight",0,1,1,"PYCELLE"
"BRONN","Bronn",29,432,"Male","None","Minor_Houses","Military_Knight",0,0,1,"PYCELLE"
"CERSEI","Cersei Lannister",47,1347,"Female","Westeros_South","Great_Houses","Nobility",1,2,1,"PYCELLE"
"JAIME","Jaime Lannister",39,876,"Male","Westeros_South","Great_Houses","Military_Knight",0,3,1,"PYCELLE"
"JANOS","Janos Slynt",13,104,"Male","None","Minor_Houses","Military_Knight",0,0,0,"PYCELLE"
"JOFFREY","Joffrey Baratheon",49,1079,"Male","None","None","Royalty",1,0,0,"PYCELLE"
"JON_ARRYN","Jon Arryn",11,55,"Male","Westeros_South","Great_Houses","Nobility",1,0,0,"PYCELLE"
"LITTLEFINGER","Petyr Baelish",34,747,"Male","Westeros_South","Minor_Houses","Official",0,0,1,"PYCELLE"
"LORAS","Loras Tyrell",28,350,"Male","Westeros_South","Great_Houses","Military_Knight",0,0,1,"PYCELLE"
"NED","Eddard Stark",62,1427,"Male","North_and_Wildlings","Great_Houses","Nobility",1,1,0,"PYCELLE"
"RENLY","Renly Baratheon",27,426,"Male","Westeros_South","Great_Houses","Nobility",1,0,0,"PYCELLE"
"ROBERT","Robert I Baratheon",45,648,"Male","None","None","Royalty",1,0,0,"PYCELLE"
"SANSA","Sansa Stark",40,1110,"Female","North_and_Wildlings","Minor_Houses","Royalty",1,4,1,"PYCELLE"
"TYRION","Tyrion Lannister",64,2322,"Male","None","Great_Houses","Official",0,4,1,"PYCELLE"
"TYWIN","Tywin Lannister",42,799,"Male","None","Great_Houses","Nobility",1,0,0,"PYCELLE"
"VARYS","Varys",31,673,"Male","None","None","Official",0,0,1,"PYCELLE"
"YOREN","Yoren",20,135,"Male","Westeros_South","None","None",0,0,0,"PYCELLE"
"MARGAERY","Margaery Tyrell",17,331,"Female","Westeros_South","Great_Houses","Royalty",1,0,1,"PYCELLE"
"PODRICK","Podrick Payne",15,151,"Male","None","Minor_Houses","None",0,0,1,"PYCELLE"
"TIMETT","Timett",3,12,"Male","North_and_Wildlings","None","None",0,0,1,"PYCELLE"
"OLENNA","Olenna Redwyne",15,217,"Female","None","Minor_Houses","Nobility",1,0,1,"PYCELLE"
"ALLISER_THORNE","Alliser Thorne",8,73,"Male","None","Minor_Houses","Military_Knight",0,0,1,"PYP"
"BOWEN_MARSH","Bowen Marsh",2,4,"Male","None","None","Official",0,0,1,"PYP"
"DAREON","Dareon",11,34,"Male","None","None","None",0,0,0,"PYP"
"GRENN","Grenn",12,220,"Male","Westeros_South","None","None",0,0,1,"PYP"
"JAREMY_RYKKER","Jaremy Rykker",3,6,"Male","None","None","Military_Knight",0,0,0,"PYP"
"JEOR","Jeor Mormont",21,314,"Male","North_and_Wildlings","Minor_Houses","Nobility",1,0,0,"PYP"
"JON","Jon Snow",42,1179,"Male","North_and_Wildlings","Great_Houses","Military_Knight",0,4,1,"PYP"
"LUKE","Luke",2,4,"Male","None","None","None",0,0,1,"PYP"
"MAESTER_AEMON","Aemon Targaryen",10,84,"Male","Essos","None","Religion_Academic",0,0,0,"PYP"
"NED","Eddard Stark",62,1427,"Male","North_and_Wildlings","Great_Houses","Nobility",1,1,0,"PYP"
"OTHELL_YARWYCK","Othell Yarwyck",6,24,"Male","None","Minor_Houses","Military_Knight",0,0,1,"PYP"
"OTHOR","Othor",4,15,"Male","None","None","None",0,0,0,"PYP"
"RAST","Rast",12,110,"Male","None","None","None",0,0,0,"PYP"
"SAM","Samwell Tarly",22,611,"Male","Westeros_South","Minor_Houses","None",0,2,1,"PYP"
"TYRION","Tyrion Lannister",64,2322,"Male","None","Great_Houses","Official",0,4,1,"PYP"
"ALLISER_THORNE","Alliser Thorne",8,73,"Male","None","Minor_Houses","Military_Knight",0,0,1,"RAST"
"DAREON","Dareon",11,34,"Male","None","None","None",0,0,0,"RAST"
"GRENN","Grenn",12,220,"Male","Westeros_South","None","None",0,0,1,"RAST"
"JEOR","Jeor Mormont",21,314,"Male","North_and_Wildlings","Minor_Houses","Nobility",1,0,0,"RAST"
"JON","Jon Snow",42,1179,"Male","North_and_Wildlings","Great_Houses","Military_Knight",0,4,1,"RAST"
"PYP","Pypar",16,183,"Male","None","None","None",0,0,1,"RAST"
"SAM","Samwell Tarly",22,611,"Male","Westeros_South","Minor_Houses","None",0,2,1,"RAST"
"TYRION","Tyrion Lannister",64,2322,"Male","None","Great_Houses","Official",0,4,1,"RAST"
"CRASTER","Craster",10,114,"Male","North_and_Wildlings","None","None",0,0,0,"RAST"
"EDDISON_TOLLETT","Eddison Tollett",8,119,"Male","Westeros_South","None","Military_Knight",0,0,1,"RAST"
"GILLY","Gilly",13,183,"Female","North_and_Wildlings","None","None",0,0,1,"RAST"
"AERYS","Aerys II",16,63,"Male","None","None","Royalty",1,0,0,"RENLY"
"BARRISTAN","Barristan Selmy",18,215,"Male","Westeros_South","Minor_Houses","Military_Knight",0,1,1,"RENLY"
"CATELYN","Catelyn Stark",56,1137,"Female","Westeros_South","Great_Houses","Nobility",1,3,0,"RENLY"
"CERSEI","Cersei Lannister",47,1347,"Female","Westeros_South","Great_Houses","Nobility",1,2,1,"RENLY"
"GREATJON_UMBER","Jon Umber",12,78,"Male","North_and_Wildlings","Minor_Houses","Nobility",1,0,1,"RENLY"
"JAIME","Jaime Lannister",39,876,"Male","Westeros_South","Great_Houses","Military_Knight",0,3,1,"RENLY"
"JANOS","Janos Slynt",13,104,"Male","None","Minor_Houses","Military_Knight",0,0,0,"RENLY"
"JOFFREY","Joffrey Baratheon",49,1079,"Male","None","None","Royalty",1,0,0,"RENLY"
"LANCEL","Lancel Lannister",14,128,"Male","None","Great_Houses","Military_Knight",0,0,1,"RENLY"
"LITTLEFINGER","Petyr Baelish",34,747,"Male","Westeros_South","Minor_Houses","Official",0,0,1,"RENLY"
"LORAS","Loras Tyrell",28,350,"Male","Westeros_South","Great_Houses","Military_Knight",0,0,1,"RENLY"
"NED","Eddard Stark",62,1427,"Male","North_and_Wildlings","Great_Houses","Nobility",1,1,0,"RENLY"
"PYCELLE","Pycelle",26,343,"Male","None","Great_Houses","Religion_Academic",0,0,0,"RENLY"
"ROBB","Robb Stark",54,1219,"Male","None","None","Royalty",1,0,0,"RENLY"
"ROBERT","Robert I Baratheon",45,648,"Male","None","None","Royalty",1,0,0,"RENLY"
"SANSA","Sansa Stark",40,1110,"Female","North_and_Wildlings","Minor_Houses","Royalty",1,4,1,"RENLY"
"STANNIS","Stannis Baratheon",30,568,"Male","None","None","Official",0,0,1,"RENLY"
"TOMARD","Tomard",3,10,"Male","North_and_Wildlings","Great_Houses","None",0,0,0,"RENLY"
"TYWIN","Tywin Lannister",42,799,"Male","None","Great_Houses","Nobility",1,0,0,"RENLY"
"VARYS","Varys",31,673,"Male","None","None","Official",0,0,1,"RENLY"
"BRIENNE","Brienne of Tarth",16,333,"Female","None","Great_Houses","None",0,1,1,"RENLY"
"DAVOS","Davos Seaworth",20,517,"Male","Westeros_South","Great_Houses","Military_Knight",0,3,1,"RENLY"
"GERARD","Gerard",1,5,"Male","Westeros_South","None","Military_Knight",0,0,0,"RENLY"
"MARGAERY","Margaery Tyrell",17,331,"Female","Westeros_South","Great_Houses","Royalty",1,0,1,"RENLY"
"MELISANDRE","Melisandre",15,287,"Female","Essos","None","None",0,1,1,"RENLY"
"OLENNA","Olenna Redwyne",15,217,"Female","None","Minor_Houses","Nobility",1,0,1,"RENLY"
"CATELYN","Catelyn Stark",56,1137,"Female","Westeros_South","Great_Houses","Nobility",1,3,0,"RICKARD_KARSTARK"
"GREATJON_UMBER","Jon Umber",12,78,"Male","North_and_Wildlings","Minor_Houses","Nobility",1,0,1,"RICKARD_KARSTARK"
"JAIME","Jaime Lannister",39,876,"Male","Westeros_South","Great_Houses","Military_Knight",0,3,1,"RICKARD_KARSTARK"
"NED","Eddard Stark",62,1427,"Male","North_and_Wildlings","Great_Houses","Nobility",1,1,0,"RICKARD_KARSTARK"
"ROBB","Robb Stark",54,1219,"Male","None","None","Royalty",1,0,0,"RICKARD_KARSTARK"
"ROOSE_BOLTON","Roose Bolton",19,203,"Male","North_and_Wildlings","Minor_Houses","Nobility",1,0,1,"RICKARD_KARSTARK"
"THEON","Theon Greyjoy",35,897,"Male","Westeros_South","Great_Houses","Royalty",1,2,1,"RICKARD_KARSTARK"
"WALDER","Walder Frey",19,183,"Male","None","Minor_Houses","None",0,0,1,"RICKARD_KARSTARK"
"BRIENNE","Brienne of Tarth",16,333,"Female","None","Great_Houses","None",0,1,1,"RICKARD_KARSTARK"
"TORRHEN","Torrhen Karstark",5,16,"Male","North_and_Wildlings","Great_Houses","None",0,0,0,"RICKARD_KARSTARK"
"BRYNDEN","Brynden Tully",11,99,"Male","Westeros_South","Great_Houses","Military_Knight",0,0,1,"RICKARD_KARSTARK"
"EDMURE","Edmure Tully",15,140,"Male","Westeros_South","Great_Houses","Military_Knight",0,0,1,"RICKARD_KARSTARK"
"ROSLIN","Roslin Frey",10,44,"Female","Westeros_South","Minor_Houses","None",0,0,1,"RICKARD_KARSTARK"
"WILLEM_LANNISTER","Willem Lannister",2,8,"Male","None","Great_Houses","None",0,0,0,"RICKARD_KARSTARK"
"BRAN","Brandon Stark",33,851,"Male","North_and_Wildlings","Great_Houses","None",0,0,0,"RICKON"
"CATELYN","Catelyn Stark",56,1137,"Female","Westeros_South","Great_Houses","Nobility",1,3,0,"RICKON"
"HODOR","Walder",17,225,"Male","None","Great_Houses","None",0,0,1,"RICKON"
"JON","Jon Snow",42,1179,"Male","North_and_Wildlings","Great_Houses","Military_Knight",0,4,1,"RICKON"
"MAESTER_LUWIN","Luwin",16,263,"Male","Westeros_South","Great_Houses","None",0,0,0,"RICKON"
"OSHA","Osha",15,401,"Female","North_and_Wildlings","Great_Houses","None",0,0,1,"RICKON"
"ROBB","Robb Stark",54,1219,"Male","None","None","Royalty",1,0,0,"RICKON"
"RODRIK","Rodrik Cassel",16,158,"Male","North_and_Wildlings","Minor_Houses","Military_Knight",0,0,0,"RICKON"
"THEON","Theon Greyjoy",35,897,"Male","Westeros_South","Great_Houses","Royalty",1,2,1,"RICKON"
"BILLY","Billy",1,2,"Male","None","None","None",0,0,1,"RICKON"
"DAGMER","Dagmer",10,82,"Male","Westeros_South","Great_Houses","Military_Knight",0,0,1,"RICKON"
"FARLEN","Farlen",4,13,"Male","None","Great_Houses","None",0,0,0,"RICKON"
"YGRITTE","Ygritte",14,414,"Female","North_and_Wildlings","None","None",0,0,0,"RICKON"
"JOJEN","Jojen Reed",14,186,"Male","North_and_Wildlings","Minor_Houses","None",0,0,1,"RICKON"
"MEERA","Meera Reed",12,141,"Female","North_and_Wildlings","Minor_Houses","None",0,0,1,"RICKON"
"ORELL","Orell",11,132,"Male","North_and_Wildlings","None","None",0,0,0,"RICKON"
"TORMUND","Tormund",12,130,"Male","North_and_Wildlings","None","None",0,0,1,"RICKON"
"ARYA","Arya Stark",47,1142,"Female","North_and_Wildlings","Great_Houses","Royalty",1,5,1,"ROBB"
"BALON","Balon Greyjoy",8,125,"Male","None","None","Royalty",1,0,0,"ROBB"
"BENJEN","Benjen Stark",10,84,"Male","North_and_Wildlings","Great_Houses","Military_Knight",0,0,1,"ROBB"
"BRAN","Brandon Stark",33,851,"Male","North_and_Wildlings","Great_Houses","None",0,0,0,"ROBB"
"CATELYN","Catelyn Stark",56,1137,"Female","Westeros_South","Great_Houses","Nobility",1,3,0,"ROBB"
"CERSEI","Cersei Lannister",47,1347,"Female","Westeros_South","Great_Houses","Nobility",1,2,1,"ROBB"
"GALBART_GLOVER","Galbart Glover",3,6,"Male","North_and_Wildlings","Minor_Houses","Official",0,0,1,"ROBB"
"GREATJON_UMBER","Jon Umber",12,78,"Male","North_and_Wildlings","Minor_Houses","Nobility",1,0,1,"ROBB"
"HODOR","Walder",17,225,"Male","None","Great_Houses","None",0,0,1,"ROBB"
"HOSTER","Hoster Tully",4,23,"Male","Westeros_South","Great_Houses","Nobility",1,0,0,"ROBB"
"HOUND","Sandor Clegane",31,444,"Male","None","Minor_Houses","None",0,0,0,"ROBB"
"JAIME","Jaime Lannister",39,876,"Male","Westeros_South","Great_Houses","Military_Knight",0,3,1,"ROBB"
"JOFFREY","Joffrey Baratheon",49,1079,"Male","None","None","Royalty",1,0,0,"ROBB"
"JON","Jon Snow",42,1179,"Male","North_and_Wildlings","Great_Houses","Military_Knight",0,4,1,"ROBB"
"JONOS_BRACKEN","Jonos Bracken",2,7,"Male","None","Minor_Houses","Nobility",1,0,1,"ROBB"
"JOYEUSE","Joyeuse Erenford",7,26,"Female","None","Minor_Houses","Nobility",1,0,1,"ROBB"
"LITTLEFINGER","Petyr Baelish",34,747,"Male","Westeros_South","Minor_Houses","Official",0,0,1,"ROBB"
"LORAS","Loras Tyrell",28,350,"Male","Westeros_South","Great_Houses","Military_Knight",0,0,1,"ROBB"
"MAESTER_LUWIN","Luwin",16,263,"Male","Westeros_South","Great_Houses","None",0,0,0,"ROBB"
"MOUNTAIN","Gregor Clegane",16,69,"Male","None","Minor_Houses","Military_Knight",0,0,0,"ROBB"
"NED","Eddard Stark",62,1427,"Male","North_and_Wildlings","Great_Houses","Nobility",1,1,0,"ROBB"
"OLD_NAN","Nan",3,15,"Female","None","Great_Houses","None",0,0,1,"ROBB"
"OSHA","Osha",15,401,"Female","North_and_Wildlings","Great_Houses","None",0,0,1,"ROBB"
"RENLY","Renly Baratheon",27,426,"Male","Westeros_South","Great_Houses","Nobility",1,0,0,"ROBB"
"RICKARD_KARSTARK","Rickard Karstark",16,123,"Male","North_and_Wildlings","Great_Houses","Nobility",1,0,0,"ROBB"
"RICKON","Rickon Stark",18,195,"Male","North_and_Wildlings","Great_Houses","Royalty",1,0,1,"ROBB"
"ROBERT","Robert I Baratheon",45,648,"Male","None","None","Royalty",1,0,0,"ROBB"
"RODRIK","Rodrik Cassel",16,158,"Male","North_and_Wildlings","Minor_Houses","Military_Knight",0,0,0,"ROBB"
"ROOSE_BOLTON","Roose Bolton",19,203,"Male","North_and_Wildlings","Minor_Houses","Nobility",1,0,1,"ROBB"
"SANSA","Sansa Stark",40,1110,"Female","North_and_Wildlings","Minor_Houses","Royalty",1,4,1,"ROBB"
"STANNIS","Stannis Baratheon",30,568,"Male","None","None","Official",0,0,1,"ROBB"
"THEON","Theon Greyjoy",35,897,"Male","Westeros_South","Great_Houses","Royalty",1,2,1,"ROBB"
"TYRION","Tyrion Lannister",64,2322,"Male","None","Great_Houses","Official",0,4,1,"ROBB"
"TYWIN","Tywin Lannister",42,799,"Male","None","Great_Houses","Nobility",1,0,0,"ROBB"
"VARYS","Varys",31,673,"Male","None","None","Official",0,0,1,"ROBB"
"WALDER","Walder Frey",19,183,"Male","None","Minor_Houses","None",0,0,1,"ROBB"
"BRIENNE","Brienne of Tarth",16,333,"Female","None","Great_Houses","None",0,1,1,"ROBB"
"DAVOS","Davos Seaworth",20,517,"Male","Westeros_South","Great_Houses","Military_Knight",0,3,1,"ROBB"
"QUENT","Quent",1,3,"Male","North_and_Wildlings","Great_Houses","None",0,0,1,"ROBB"
"RAMSAY","Ramsay Snow",7,136,"Male","North_and_Wildlings","Minor_Houses","Nobility",1,0,1,"ROBB"
"RENNICK","Rennick",1,2,"Male","Westeros_South","None","Military_Knight",0,0,0,"ROBB"
"YARA","Asha Greyjoy",6,133,"Female","Westeros_South","Great_Houses","Royalty",1,2,1,"ROBB"
"BLACK_WALDER","Walder Rivers",6,26,"Male","Westeros_South","Minor_Houses","Military_Knight",0,0,1,"ROBB"
"BRYNDEN","Brynden Tully",11,99,"Male","Westeros_South","Great_Houses","Military_Knight",0,0,1,"ROBB"
"EDMURE","Edmure Tully",15,140,"Male","Westeros_South","Great_Houses","Military_Knight",0,0,1,"ROBB"
"LOTHAR","Lothar Frey",8,28,"Male","Westeros_South","Minor_Houses","Official",0,0,1,"ROBB"
"MARTYN","Martyn Lannister",3,19,"Male","None","Great_Houses","None",0,0,1,"ROBB"
"QYBURN","Qyburn",7,68,"Male","None","Great_Houses","Official",0,0,1,"ROBB"
"ROSLIN","Roslin Frey",10,44,"Female","Westeros_South","Minor_Houses","None",0,0,1,"ROBB"
"AERYS","Aerys II",16,63,"Male","None","None","Royalty",1,0,0,"ROBERT"
"ARYA","Arya Stark",47,1142,"Female","North_and_Wildlings","Great_Houses","Royalty",1,5,1,"ROBERT"
"BARRISTAN","Barristan Selmy",18,215,"Male","Westeros_South","Minor_Houses","Military_Knight",0,1,1,"ROBERT"
"BENJEN","Benjen Stark",10,84,"Male","North_and_Wildlings","Great_Houses","Military_Knight",0,0,1,"ROBERT"
"BERIC","Beric Dondarrion",9,121,"Male","None","Minor_Houses","Nobility",1,0,0,"ROBERT"
"BRAN","Brandon Stark",33,851,"Male","North_and_Wildlings","Great_Houses","None",0,0,0,"ROBERT"
"CATELYN","Catelyn Stark",56,1137,"Female","Westeros_South","Great_Houses","Nobility",1,3,0,"ROBERT"
"CERSEI","Cersei Lannister",47,1347,"Female","Westeros_South","Great_Houses","Nobility",1,2,1,"ROBERT"
"DAENERYS","Daenerys Targaryen",34,1212,"Female","None","Great_Houses","Royalty",1,0,1,"ROBERT"
"DROGO","Drogo",13,205,"Male","Essos","None","Royalty",1,0,0,"ROBERT"
"GENDRY","Gendry",20,377,"Male","None","None","Military_Knight",0,0,1,"ROBERT"
"HOUND","Sandor Clegane",31,444,"Male","None","Minor_Houses","None",0,0,0,"ROBERT"
"JAIME","Jaime Lannister",39,876,"Male","Westeros_South","Great_Houses","Military_Knight",0,3,1,"ROBERT"
"JEOR","Jeor Mormont",21,314,"Male","North_and_Wildlings","Minor_Houses","Nobility",1,0,0,"ROBERT"
"JOFFREY","Joffrey Baratheon",49,1079,"Male","None","None","Royalty",1,0,0,"ROBERT"
"JON","Jon Snow",42,1179,"Male","North_and_Wildlings","Great_Houses","Military_Knight",0,4,1,"ROBERT"
"JON_ARRYN","Jon Arryn",11,55,"Male","Westeros_South","Great_Houses","Nobility",1,0,0,"ROBERT"
"JORAH","Jorah Mormont",30,665,"Male","North_and_Wildlings","Minor_Houses","Military_Knight",0,0,1,"ROBERT"
"JORY_CASSEL","Jory Cassel",8,100,"Male","North_and_Wildlings","Minor_Houses","Military_Knight",0,0,0,"ROBERT"
"LANCEL","Lancel Lannister",14,128,"Male","None","Great_Houses","Military_Knight",0,0,1,"ROBERT"
"LITTLEFINGER","Petyr Baelish",34,747,"Male","Westeros_South","Minor_Houses","Official",0,0,1,"ROBERT"
"LORAS","Loras Tyrell",28,350,"Male","Westeros_South","Great_Houses","Military_Knight",0,0,1,"ROBERT"
"LYANNA","Lyanna Stark",3,9,"Female","North_and_Wildlings","Great_Houses","None",0,0,0,"ROBERT"
"MAESTER_LUWIN","Luwin",16,263,"Male","Westeros_South","Great_Houses","None",0,0,0,"ROBERT"
"MOUNTAIN","Gregor Clegane",16,69,"Male","None","Minor_Houses","Military_Knight",0,0,0,"ROBERT"
"MYRCELLA","Myrcella Baratheon",10,57,"Female","None","Great_Houses","Royalty",1,0,1,"ROBERT"
"NED","Eddard Stark",62,1427,"Male","North_and_Wildlings","Great_Houses","Nobility",1,1,0,"ROBERT"
"PYCELLE","Pycelle",26,343,"Male","None","Great_Houses","Religion_Academic",0,0,0,"ROBERT"
"RENLY","Renly Baratheon",27,426,"Male","Westeros_South","Great_Houses","Nobility",1,0,0,"ROBERT"
"RHAEGAR","Rhaegar Targaryen",2,5,"Male","Essos","Great_Houses","Royalty",1,0,0,"ROBERT"
"ROBB","Robb Stark",54,1219,"Male","None","None","Royalty",1,0,0,"ROBERT"
"SANSA","Sansa Stark",40,1110,"Female","North_and_Wildlings","Minor_Houses","Royalty",1,4,1,"ROBERT"
"STANNIS","Stannis Baratheon",30,568,"Male","None","None","Official",0,0,1,"ROBERT"
"THEON","Theon Greyjoy",35,897,"Male","Westeros_South","Great_Houses","Royalty",1,2,1,"ROBERT"
"TOMMEN","Tommen Baratheon",12,67,"Male","None","None","Royalty",1,0,1,"ROBERT"
"TYRION","Tyrion Lannister",64,2322,"Male","None","Great_Houses","Official",0,4,1,"ROBERT"
"TYWIN","Tywin Lannister",42,799,"Male","None","Great_Houses","Nobility",1,0,0,"ROBERT"
"VARYS","Varys",31,673,"Male","None","None","Official",0,0,1,"ROBERT"
"VISERYS","Viserys Targaryen",9,206,"Male","Essos","Great_Houses","Royalty",1,0,0,"ROBERT"
"DAVOS","Davos Seaworth",20,517,"Male","Westeros_South","Great_Houses","Military_Knight",0,3,1,"ROBERT"
"MATTHOS","Matthos Seaworth",9,109,"Male","None","Minor_Houses","None",0,0,0,"ROBERT"
"MELISANDRE","Melisandre",15,287,"Female","Essos","None","None",0,1,1,"ROBERT"
"OLENNA","Olenna Redwyne",15,217,"Female","None","Minor_Houses","Nobility",1,0,1,"ROBERT"
"THOROS","Thoros of Myr",10,175,"Male","Essos","None","None",0,0,1,"ROBERT"
"BRAN","Brandon Stark",33,851,"Male","North_and_Wildlings","Great_Houses","None",0,0,0,"RODRIK"
"BRONN","Bronn",29,432,"Male","None","Minor_Houses","Military_Knight",0,0,1,"RODRIK"
"CATELYN","Catelyn Stark",56,1137,"Female","Westeros_South","Great_Houses","Nobility",1,3,0,"RODRIK"
"GREATJON_UMBER","Jon Umber",12,78,"Male","North_and_Wildlings","Minor_Houses","Nobility",1,0,1,"RODRIK"
"JON","Jon Snow",42,1179,"Male","North_and_Wildlings","Great_Houses","Military_Knight",0,4,1,"RODRIK"
"MAESTER_LUWIN","Luwin",16,263,"Male","Westeros_South","Great_Houses","None",0,0,0,"RODRIK"
"MARILLION","Marillion",7,34,"Male","None","None","None",0,0,0,"RODRIK"
"MORD","Mord",7,52,"Male","None","Great_Houses","None",0,0,1,"RODRIK"
"NED","Eddard Stark",62,1427,"Male","North_and_Wildlings","Great_Houses","Nobility",1,1,0,"RODRIK"
"RICKON","Rickon Stark",18,195,"Male","North_and_Wildlings","Great_Houses","Royalty",1,0,1,"RODRIK"
"ROBB","Robb Stark",54,1219,"Male","None","None","Royalty",1,0,0,"RODRIK"
"THEON","Theon Greyjoy",35,897,"Male","Westeros_South","Great_Houses","Royalty",1,2,1,"RODRIK"
"TYRION","Tyrion Lannister",64,2322,"Male","None","Great_Houses","Official",0,4,1,"RODRIK"
"TYWIN","Tywin Lannister",42,799,"Male","None","Great_Houses","Nobility",1,0,0,"RODRIK"
"BLACK_LORREN","Lorren",5,35,"Male","None","None","None",0,0,0,"RODRIK"
"DAGMER","Dagmer",10,82,"Male","Westeros_South","Great_Houses","Military_Knight",0,0,1,"RODRIK"
"ARYA","Arya Stark",47,1142,"Female","North_and_Wildlings","Great_Houses","Royalty",1,5,1,"ROOSE_BOLTON"
"BALON","Balon Greyjoy",8,125,"Male","None","None","Royalty",1,0,0,"ROOSE_BOLTON"
"CATELYN","Catelyn Stark",56,1137,"Female","Westeros_South","Great_Houses","Nobility",1,3,0,"ROOSE_BOLTON"
"HOUND","Sandor Clegane",31,444,"Male","None","Minor_Houses","None",0,0,0,"ROOSE_BOLTON"
"JAIME","Jaime Lannister",39,876,"Male","Westeros_South","Great_Houses","Military_Knight",0,3,1,"ROOSE_BOLTON"
"NED","Eddard Stark",62,1427,"Male","North_and_Wildlings","Great_Houses","Nobility",1,1,0,"ROOSE_BOLTON"
"RICKARD_KARSTARK","Rickard Karstark",16,123,"Male","North_and_Wildlings","Great_Houses","Nobility",1,0,0,"ROOSE_BOLTON"
"ROBB","Robb Stark",54,1219,"Male","None","None","Royalty",1,0,0,"ROOSE_BOLTON"
"THEON","Theon Greyjoy",35,897,"Male","Westeros_South","Great_Houses","Royalty",1,2,1,"ROOSE_BOLTON"
"TYWIN","Tywin Lannister",42,799,"Male","None","Great_Houses","Nobility",1,0,0,"ROOSE_BOLTON"
"WALDER","Walder Frey",19,183,"Male","None","Minor_Houses","None",0,0,1,"ROOSE_BOLTON"
"BRIENNE","Brienne of Tarth",16,333,"Female","None","Great_Houses","None",0,1,1,"ROOSE_BOLTON"
"RAMSAY","Ramsay Snow",7,136,"Male","North_and_Wildlings","Minor_Houses","Nobility",1,0,1,"ROOSE_BOLTON"
"BRYNDEN","Brynden Tully",11,99,"Male","Westeros_South","Great_Houses","Military_Knight",0,0,1,"ROOSE_BOLTON"
"EDMURE","Edmure Tully",15,140,"Male","Westeros_South","Great_Houses","Military_Knight",0,0,1,"ROOSE_BOLTON"
"QYBURN","Qyburn",7,68,"Male","None","Great_Houses","Official",0,0,1,"ROOSE_BOLTON"
"STEELSHANKS_WALTON","Walton",4,21,"Male","None","Minor_Houses","None",0,0,1,"ROOSE_BOLTON"
"ALLISER_THORNE","Alliser Thorne",8,73,"Male","None","Minor_Houses","Military_Knight",0,0,1,"SAM"
"BRAN","Brandon Stark",33,851,"Male","North_and_Wildlings","Great_Houses","None",0,0,0,"SAM"
"DAREON","Dareon",11,34,"Male","None","None","None",0,0,0,"SAM"
"GRENN","Grenn",12,220,"Male","Westeros_South","None","None",0,0,1,"SAM"
"HODOR","Walder",17,225,"Male","None","Great_Houses","None",0,0,1,"SAM"
"JEOR","Jeor Mormont",21,314,"Male","North_and_Wildlings","Minor_Houses","Nobility",1,0,0,"SAM"
"JON","Jon Snow",42,1179,"Male","North_and_Wildlings","Great_Houses","Military_Knight",0,4,1,"SAM"
"MAESTER_AEMON","Aemon Targaryen",10,84,"Male","Essos","None","Religion_Academic",0,0,0,"SAM"
"MELESSA","Melessa Florent",1,4,"Female","None","Minor_Houses","None",0,0,1,"SAM"
